uniq_id,product_name,manufacturer,price,number_available_in_stock,number_of_reviews,number_of_answered_questions,average_review_rating,amazon_category_and_sub_category,description,product_information,product_description,items_customers_buy_after_viewing_this_item,customer_questions_and_answers
bf1b59fe9ed3ee095ccf159c2c74e10d,Model Railway 'OO' / 'HO' Scale C88 Schools Class Kings Wimbledon Locomotive Plastic Kit,Dapol,£9.65,4 new,1,1,5.0 out of 5 stars,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Locomotives,"Dapol OO Gauge 1:76 Plastic Model Kit - Schools Class Steam Locomotive - ""King's Wimbledon"". PLEASE NOTE THAT THIS IS A PLASTIC MODEL KIT AND IS SUPPLIED UNASSEMBLED AND UNPAINTED. PAINT AND GLUE NOT INCLUDED.","Technical Details Item Weight82 g Product Dimensions20.8 x 18 x 3.8 cm Manufacturer recommended age:10 years and up Item model numberC088 Assembly RequiredYes Scale1:76 Engine Typesteam Track Width/GaugeOO    Additional Information ASINB003BFB8BQ Best Sellers Rank 260,429 in Toys & Games (See top 100) #162 in Toys & Games > Model Trains & Railway Sets > Rail Vehicles > Locomotives Shipping Weight82 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available8 Mar. 2010    Feedback  Would you like to update product info or give feedback on images?","Dapol OO Gauge 1:76 Plastic Model Kit - Schools Class Steam Locomotive - ""King's Wimbledon"". PLEASE NOTE THAT THIS IS A PLASTIC MODEL KIT AND IS SUPPLIED UNASSEMBLED AND UNPAINTED. PAINT AND GLUE NOT INCLUDED.",http://www.amazon.co.uk/Dapol-Model-Railway-Truro-Plastic/dp/B0035G5U88 | http://www.amazon.co.uk/Dapol-Schools-Shrewsbury,
bed1c3d92b6b1343548ddc5a1001ee89,Hornby Gauge Eurostar 2014 Train Set,Hornby,£141.23,9 new,5,1,4.4 out of 5 stars,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,"Product Description A Eurostar cutting through the Kent countryside heading for the Continent at 300kph is a wonderful sight to behold yet for those on board the feeling of such speed is minimal. This year sees the familiar grey livery give way to the fresh and striking colours of the new Eurostar trains with their eye-catching blue / grey colour scheme and newly refurbished interiors. The Hornby model replicates this new livery both in the four car train set and the separately available additional ""Divisible Coaches"". The stunning Hornby train set features a Power driving unit, dummy driving unit and two passenger saloons. The model includes flush glazing, detailed roof panels and simulated pantographs. The track circuit sits easily on the 1600 x 1180 MidiMat and by adding Hornby Track and Building packs can soon be developed into a very effective model railway layout. Train suitable for 2nd radius curves or greater. Box Contains Eurostar Class 373 power driving unit, Eurostar Class 373 dummy driving unit, Two Eurostar Class 373 passenger saloons (NB. Both power driving units have non-working pantographs), Track: Starter Oval, Track Packs A & B, P9000W Wall Plug Transformer, R8250 Train Controller , R8206 Power Track Hornby MidiMat (1600 x 1180mm).","Technical Details Item Weight2.3 Kg Product Dimensions81.2 x 30.2 x 8.2 cm Manufacturer recommended age:8 years and up Item model numberR1176 Main Language(s)English Number of Game Players1 Assembly RequiredYes Scale1:76 Engine Typeelectric Track Width/GaugeOO Batteries Required?No Batteries Included?No Remote Control Included?No Radio Control Suitabilityindoor    WEEE Directive Click here for information about recycling electrical and electronic products Additional Information ASINB00TQNJIIC Best Sellers Rank 40,161 in Toys & Games (See top 100) #46 in Toys & Games > Model Trains & Railway Sets > Rail Vehicles > Trains Shipping Weight2.3 Kg Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available18 Feb. 2015    Feedback  Would you like to update product info or give feedback on images?","Product Description A Eurostar cutting through the Kent countryside heading for the Continent at 300kph is a wonderful sight to behold yet for those on board the feeling of such speed is minimal. This year sees the familiar grey livery give way to the fresh and striking colours of the new Eurostar trains with their eye-catching blue / grey colour scheme and newly refurbished interiors. The Hornby model replicates this new livery both in the four car train set and the separately available additional ""Divisible Coaches"". The stunning Hornby train set features a Power driving unit, dummy driving unit and two passenger saloons. The model includes flush glazing, detailed roof panels and simulated pantographs. The track circuit sits easily on the 1600 x 1180 MidiMat and by adding Hornby Track and Building packs can soon be developed into a very effective model railway layout. Train suitable for 2nd radius curves or greater. Box Contains Eurostar Class 373 power driving unit, Eurostar Class 373 dummy driving unit, Two Eurostar Class 373 passenger saloons (NB. Both power driving units have non-working pantographs), Track: Starter Oval, Track Packs A & B, P9000W Wall Plug Transformer, R8250 Train Controller , R8206 Power Track Hornby MidiMat (1600 x 1180mm).",http://www.amazon.co.uk/Hornby-Gloucester | http://www.amazon.co.uk/Hornby-R8222-Gauge-Track-Extension/dp/B000RK3FZK | http://www.amazon.co.uk/Hornby-R1139-Rapier-Class-Electric/dp/B003FGWHN4 | http://www.amazon.co.uk/Hornby-R1151-Caledonian,
798c64c4eeb48bb985b94d45e5c5cfc0,Corgi 1:50 Fowler Showmans Valiant Pat Collins Amusements on Tour Steam Vehicle Model,Corgi,£83.04,7 new,1,1,5.0 out of 5 stars,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,"Product Description Corgi 1:50 Fowler Showmans Valiant Pat Collins Amusements on Tour die cast steam vehicle model. Valiant was originally built for the war department in May 1916 but never made it to France, fortunately as she may have never returned. The engine was sold after the First World War to Charles Openshaw of Reading. The Fowler was converted to Showman specification and in 1920 was bought by Pat Collins of Bloxwitch and named 'Dreadnought'.A crane was fitted on the coal bunker by Openshaw and was used by Pat on his number 2 scenic ride 'Dragons and Peacocks' and 'Mont Blanc'. Kept on by the Collins family the engine was in use until the early 1950s powering 'Dodgems' before being sold out of show-land and into preservation. In 1964 it attended Shottesbroke Great Steam Fair under the ownership of Mr Arthur Dark of Felstead Essex, bearing the name 'Goliath'.Length: 136mm. Safety notice: A detailed Scale - model for the adult collector. Not suitable for children under 14 years. Box Contains 1x Steam Vehicle Model","Technical Details Item Weight490 g Product Dimensions20.1 x 12.3 x 7.8 cm Manufacturer recommended age:15 years and up Item model numberCC20115 Number of Game Players1 Scale1:50 Batteries Included?No    Additional Information ASINB00A45EYSU Best Sellers Rank 702,438 in Toys & Games (See top 100) #1187 in Toys & Games > Model Trains & Railway Sets > Rail Vehicles > Trains Shipping Weight490 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available7 Jun. 2013    Feedback  Would you like to update product info or give feedback on images?","Product Description Corgi 1:50 Fowler Showmans Valiant Pat Collins Amusements on Tour die cast steam vehicle model. Valiant was originally built for the war department in May 1916 but never made it to France, fortunately as she may have never returned. The engine was sold after the First World War to Charles Openshaw of Reading. The Fowler was converted to Showman specification and in 1920 was bought by Pat Collins of Bloxwitch and named 'Dreadnought'.A crane was fitted on the coal bunker by Openshaw and was used by Pat on his number 2 scenic ride 'Dragons and Peacocks' and 'Mont Blanc'. Kept on by the Collins family the engine was in use until the early 1950s powering 'Dodgems' before being sold out of show-land and into preservation. In 1964 it attended Shottesbroke Great Steam Fair under the ownership of Mr Arthur Dark of Felstead Essex, bearing the name 'Goliath'.Length: 136mm. Safety notice: A detailed Scale - model for the adult collector. Not suitable for children under 14 years. Box Contains 1x Steam Vehicle Model",,
5c3da61bff1a3bb9237bae149fc100b7,Power Trains Motorized Train Set Freight Military Engine,Power Trains,£21.95,3 new,1,1,5.0 out of 5 stars,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,Product Description Motorized Train Engine that YOU control! Can haul up to 6 cars! Completely compatible with the rest of POWER TRAINS! Box Contains 1 x Motorized Train <1 x Caboose>,"Technical Details Item Weight100 g Product Dimensions30.5 x 5.1 x 10.2 cm Batteries:1 AAA batteries required. Manufacturer recommended age:4 years and up Item model number47684 Main Language(s)English manual, English Number of Game Players1 Number of Puzzle Pieces2 Batteries Required?Yes Batteries Included?No Material Type(s)Plastic Material Composition95% plastic, 5% paper Remote Control Included?No Radio Control Suitabilityindoor    Additional Information ASINB007T4KNG6 Best Sellers Rank 193,638 in Toys & Games (See top 100) #301 in Toys & Games > Model Trains & Railway Sets > Rail Vehicles > Trains #34569 in Toys & Games > Dressing Up Shipping Weight100 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available9 Jun. 2012    Feedback  Would you like to update product info or give feedback on images?",Product Description Motorized Train Engine that YOU control! Can haul up to 6 cars! Completely compatible with the rest of POWER TRAINS! Box Contains 1 x Motorized Train <1 x Caboose>,http://www.amazon.co.uk/Power-Trains-Auto-Loader-City/dp/B007T4KQ40 | http://www.amazon.co.uk/Power-Trains-Figure-Track-Pack/dp/B007T4KP7I | http://www.amazon.co.uk/Power-Trains-Motorized-Bullet-Classic/dp/B007T4KNFM | http://www.amazon.co.uk/Power-Trains-Oval-Track-Pack/dp/B007T4KP7S,
95263d3e03936bf3a0bd175619b59cba,Fisher Price Thomas and Friends Take-n-play(TM) Talking James,Fisher Price,£16.50,2 new,5,1,5.0 out of 5 stars,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,"Product Description This deluxe version of James from Thomas & Friends brings your favourite train to life like never before - complete with his very own voice. Press the button to hear his classic whistle and signature phrases. Also features a working headlight and as you roll it along the track you'll hear it's ""choo-choo"" sound. The faster it moves, the quicker the choo-choo sound. Box Contains Die Cast Engine","Technical Details Item Weight181 g Product Dimensions18.8 x 16.4 x 5.4 cm Batteries:2 Nonstandard Battery batteries required. (included) Manufacturer recommended age:3 years and up Item model numberT0935 Main Language(s)English Number of Puzzle Pieces1 Assembly RequiredNo ScaleChina Batteries Required?Yes Batteries Included?Yes Remote Control Included?No ColorMulticoloured    Additional Information ASINB0035PKWH8 Best Sellers Rank 158,766 in Toys & Games (See top 100) #232 in Toys & Games > Model Trains & Railway Sets > Rail Vehicles > Trains Shipping Weight181 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available23 Jan. 2010    Feedback  Would you like to update product info or give feedback on images?","Product Description This deluxe version of James from Thomas & Friends brings your favourite train to life like never before - complete with his very own voice. Press the button to hear his classic whistle and signature phrases. Also features a working headlight and as you roll it along the track you'll hear it's ""choo-choo"" sound. The faster it moves, the quicker the choo-choo sound. Box Contains Die Cast Engine",http://www.amazon.co.uk/Thomas-Take-n-Play-James/dp/B003559ZTE | http://www.amazon.co.uk/Thomas-Take-n-Play-Henry/dp/B002YQU0N0 | http://www.amazon.co.uk/THOMAS-TAKE-PLAY-TALKING-GORDON/dp/B0114E2MBU | http://www.amazon.co.uk/Thomas-Friends-Take-n-Play-Tidmouth-Playset/dp/B002YQU0SK,"Are these talking ones exactly the same size as the others? Very difficult to tell // Yes, all exactly same scale."
ae98d9437b91e1550b50395042175ecf,Hornby 00 Gauge RailRoad GWR Restaurant Coach Model,Hornby,£18.99,6 new,1,1,4.0 out of 5 stars,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,"Product Description Hornby railroad range is simple and cost effective way of adding to a train set providing a suitable and most appropriate stepping stone into the varied and fascinating world of model railways. Devoid of easily damaged detail parts the suitably livered railroad locomotives are fitted with efficient drive mechanisms and have pickups on all drive wheels ensuring smooth running. Railroad model is fitted with the standard Hornby hook and bar type couplings and will therefore easily couple to those locomotives and rolling stock in both the standard Hornby range.Railroad GWR restaurant coach for those who wish to experiment and try their hands at developing their modelling techniques. Range offers selection of individual locomotives, rolling stock, accessories and assortment of train and wagon packs ideally suited for train set rolling stock enhancements.Safety notice: Not suitable for children under 3 years because of small parts which can present a choking hazard. Some components have functional sharp points and edges. Handle with care. Only use This coach model is with the recommended transformer. Box Contains 1x Coach Model","Technical Details Item Weight222 g Product Dimensions36.4 x 8.2 x 4.4 cm Manufacturer recommended age:3 years and up Item model numberR4525 Scale1::76 Track Width/GaugeOO Batteries Included?No    Additional Information ASINB005QYTHA4 Best Sellers Rank 88,819 in Toys & Games (See top 100) #118 in Toys & Games > Model Trains & Railway Sets > Rail Vehicles > Trains Shipping Weight222 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available30 Sept. 2011    Feedback  Would you like to update product info or give feedback on images?","Product Description Hornby railroad range is simple and cost effective way of adding to a train set providing a suitable and most appropriate stepping stone into the varied and fascinating world of model railways. Devoid of easily damaged detail parts the suitably livered railroad locomotives are fitted with efficient drive mechanisms and have pickups on all drive wheels ensuring smooth running. Railroad model is fitted with the standard Hornby hook and bar type couplings and will therefore easily couple to those locomotives and rolling stock in both the standard Hornby range.Railroad GWR restaurant coach for those who wish to experiment and try their hands at developing their modelling techniques. Range offers selection of individual locomotives, rolling stock, accessories and assortment of train and wagon packs ideally suited for train set rolling stock enhancements.Safety notice: Not suitable for children under 3 years because of small parts which can present a choking hazard. Some components have functional sharp points and edges. Handle with care. Only use This coach model is with the recommended transformer. Box Contains 1x Coach Model",http://www.amazon.co.uk/Hornby-Gauge-R4526-RailRoad-Operating/dp/B005QYDUKW | http://www.amazon.co.uk/Hornby-R4524-RailRoad-Third-Chocolate/dp/B005QYVYKA | http://www.amazon.co.uk/Hornby-R1138-Passenger-Freight-Electric/dp/B006ZL6976 | http://www.amazon.co.uk/Hornby-R8222-Gauge-Track-Extension/dp/B000RK3FZK,
aedf496c4f0594f1814f301db907ffad,Kato N Gauge Train Set Case (Kato PlaRail Model Train) [Toy],Kato,£11.04,39 new,2,,5.0 out of 5 stars,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,Suitable for the following scale(s): N Scale,"Technical Details Item Weight494 g Product Dimensions31.8 x 22 x 3.3 cm Manufacturer recommended age:8 years and up Item model number10-215 Scale1::160 Track Width/GaugeNo    Additional Information ASINB007RXCMJU Best Sellers Rank 38,515 in Toys & Games (See top 100) #44 in Toys & Games > Model Trains & Railway Sets > Rail Vehicles > Trains Shipping Weight494 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available5 April 2013    Feedback  Would you like to update product info or give feedback on images?",Suitable for the following scale(s): N Scale,http://www.amazon.co.uk/Peco-Gauge-Track-Plans-Book/dp/B002QVDL70 | http://www.amazon.co.uk/Peco-Shows-You-How-Booklet/dp/B002QVFD3A | http://www.amazon.co.uk/Kato-23-315-Signal-Towers-2/dp/B0003JPBZM,
03756123c54f2857ac841e94b9679189,20pcs Scale 1/200 Model Single Head Street Lights Lamppost,Generic,£4.99,,1,2,5.0 out of 5 stars,Hobbies > Model Trains & Railway Sets > Lighting & Signal Engineering > Lamps & Lighting,"These delicate model street lights are mainly used in teaching, photography, and various kinds of scene model. Each of them is completed with wires and has single head, which can be lighten with 6V power. These model lights measure about 7.5cm high. Light up your model layout with this great model lamppost! Description: A pack of 20pcs model street lights Each has single head, completed with wires and bulbs Mainly used to decorate your model layout Voltage: 6V Power: 1 W Height: Approx. 2.36 inch / 6cm Scale: 1:200 Material: Plastic Main Color: White Please cut off every 30min for durable using. These lights cannot be lighted continuously for too long time, if not, the rubber wrapped on the bulb will melt Package Include: 20pcs model street lights","Technical Details Manufacturer recommended age:3 years and up    Additional Information ASINB008PKAAZ2 Best Sellers Rank 61,275 in Toys & Games (See top 100) #10 in Toys & Games > Model Trains & Railway Sets > Lighting & Signal Engineering > Lamps & Lighting Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available27 July 2012    Feedback  Would you like to update product info or give feedback on images?","These delicate model street lights are mainly used in teaching, photography, and various kinds of scene model. Each of them is completed with wires and has single head, which can be lighten with 6V power. These model lights measure about 7.5cm high. Light up your model layout with this great model lamppost! Description: A pack of 20pcs model street lights Each has single head, completed with wires and bulbs Mainly used to decorate your model layout Voltage: 6V Power: 1 W Height: Approx. 2.36 inch / 6cm Scale: 1:200 Material: Plastic Main Color: White Please cut off every 30min for durable using. These lights cannot be lighted continuously for too long time, if not, the rubber wrapped on the bulb will melt Package Include: 20pcs model street lights",http://www.amazon.co.uk/Single-Head-Garden-Lights-Lamppost-Layout/dp/B008XCSHCA | http://www.amazon.co.uk/model-railway-street-lights-grain/dp/B00X85PYLO | http://www.amazon.co.uk/Single-Street-Lights-Lamppost-Billboard/dp/B007UYWH50 | http://www.amazon.co.uk/12pcs-1-2-inch-Scenery-Landscape/dp/B008S8NHYM,
7b11299d3c618cd5a9e943e0b643a7cf,Dapol 2P-000-101 Collett BR Maroon/Crimson 2nd Class W1117,Dapol,£22.50,,1,2,5.0 out of 5 stars,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,Suitable for the following scale(s): N Scale,"Technical Details Manufacturer recommended age:14 years and up Manufacturer reference2P-000-101 Scale1::160 Track Width/GaugeNo    Additional Information ASINB00D2WUQRK Best Sellers Rank 1,126,283 in Toys & Games (See top 100) #1776 in Toys & Games > Model Trains & Railway Sets > Rail Vehicles > Wagons #2151 in Toys & Games > Model Trains & Railway Sets > Rail Vehicles > Trains Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available29 May 2013    Feedback  Would you like to update product info or give feedback on images?",Suitable for the following scale(s): N Scale,,
de197cda5c870afd5ed2f85b587e6e79,Hornby 00 Gauge 270mm BR Mk1 Corridor Second BR Coach Model (Chocolate/ Cream),Hornby,£18.12,6 new,1,2,5.0 out of 5 stars,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,"Product Description Hornby RailRoad BR Mk1 corridor second coach BR chocolate and cream model. Class: 3rd, livery: BR (chocolate and cream). Available in pristine finish, 270mm model length. Scale - (gauge): 00. Easy to use. Box Contains 1x Coach Model","Technical Details Item Weight200 g Product Dimensions36.2 x 7.8 x 4.2 cm Manufacturer recommended age:3 years and up Item model numberR4354 Scale1:76 Track Width/GaugeOO Batteries Included?No    Additional Information ASINB00EE8V2QK Best Sellers Rank 163,395 in Toys & Games (See top 100) #242 in Toys & Games > Model Trains & Railway Sets > Rail Vehicles > Trains Shipping Weight200 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available12 July 2013    Feedback  Would you like to update product info or give feedback on images?","Product Description Hornby RailRoad BR Mk1 corridor second coach BR chocolate and cream model. Class: 3rd, livery: BR (chocolate and cream). Available in pristine finish, 270mm model length. Scale - (gauge): 00. Easy to use. Box Contains 1x Coach Model",http://www.amazon.co.uk/Hornby-Gauge-Corridor-Composite-Chocolate/dp/B00EE8UZOK | http://www.amazon.co.uk/Hornby-Gauge-Corridor-Second-Chocolate/dp/B00EE8UZBI | http://www.amazon.co.uk/Hornby-R4352-RailRoad-Corridor-Second/dp/B00EE8UZAO,
bdd43e34552ee5d84b793ccceb27b701,Hornby Gauge Flying Scotsman NRM 2015 Rededication Steam Locomotive,Hornby,£169.99,3 new,1,2,4.0 out of 5 stars,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Locomotives,Product Description LNER 4-6-2 'Flying Scotsman' A3 Class - NRM Box Contains 1x Steam Locomotive,"Technical Details Item Weight599 g Product Dimensions36.4 x 11.2 x 6.2 cm Manufacturer recommended age:8 years and up Item model numberR3336 Main Language(s)English Number of Game Players1 Assembly RequiredNo Scale1:76 Engine Typeelectric Track Width/GaugeOO Batteries Required?No Batteries Included?No Remote Control Included?No Radio Control Suitabilityindoor    WEEE Directive Click here for information about recycling electrical and electronic products Additional Information ASINB00TQNK1JC Best Sellers Rank 103,973 in Toys & Games (See top 100) #60 in Toys & Games > Model Trains & Railway Sets > Rail Vehicles > Locomotives Shipping Weight599 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available18 Feb. 2015    Feedback  Would you like to update product info or give feedback on images?",Product Description LNER 4-6-2 'Flying Scotsman' A3 Class - NRM Box Contains 1x Steam Locomotive,http://www.amazon.co.uk/Hornby-R1167-Flying-Scotsman-Electric/dp/B006ZL69JO,
f82cb6573e01270552f1649a1f1f5f24,Hornby R1151 Caledonian Belle 00 Gauge Electric Train Set,Hornby,£63.99,18 new,97,2,4.4 out of 5 stars,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Trains,"Product Description Hornby R1151 Caledonian Belle OO Gauge Electric Train Set Remembering the tranquil times of British rail The halcyon days of British railways were at their best when numerous small branch lines criss-crossed the British countryside, linking the small towns to the outside world. This Caledonian Belle set emulates those small local trains with the smart 0-4-0 locomotive which makes easy work of hauling the four-wheel coach and wagon around the oval of track included in the set. Caledonian Belle The train set includes the Caledonian Railways 0-4-0 locomotive, a four-wheel coach, and an open wagon in Hornby's usual standards of exacting detail. The train is operated using the R8250 Train Controller included. R1151 set track The track circuit sits easily on the 1600 x 1180 mm MidiMat, and by adding Hornby track and accessory packs can soon be developed into a very effective model railway layout. Extend your set in easy steps by adding track packs and TrakMat accessory packs all the way to the full layout pictured on your MidiMat. Why choose a Hornby analogue train set? Hornby's analogue sets represent the classic origins of Hornby's world famous model trains. In addition to track, a controller, and an exquisitely detailed locomotive with carriages, every Hornby set includes a Midimat (a pictorial bird's eye view of a fully scenic layout) providing the new set owner the opportunity of seeing how, by the addition of Hornby track and building packs, a superb layout can be created. Box Contains 1 x Caledonian 0-4-0 locomotive1 x 4-wheel coach1 x Open wagon1 x 3rd radius starter oval track1 x P9200 transformer1 x R8250 train controller1 x R8206 power track1 x Hornby MidiMat (1600 x 1180 mm)","Technical Details Item Weight1.3 Kg Product Dimensions40 x 30 x 8.8 cm Manufacturer recommended age:5 - 3 years Item model numberR1151 Assembly RequiredYes Scale1:76 Engine Typeelectric Track Width/GaugeOO Batteries Required?No Batteries Included?No Material Type(s)Plastic Remote Control Included?Yes Remote Control Typewired Radio Control Suitabilityindoor    WEEE Directive Click here for information about recycling electrical and electronic products Additional Information ASINB0051TCJ0E Best Sellers Rank 25,355 in Toys & Games (See top 100) #25 in Toys & Games > Model Trains & Railway Sets > Rail Vehicles > Trains Shipping Weight1.3 Kg Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available1 Jan. 2011    Feedback  Would you like to update product info or give feedback on images?","Product Description Hornby R1151 Caledonian Belle OO Gauge Electric Train Set Remembering the tranquil times of British rail The halcyon days of British railways were at their best when numerous small branch lines criss-crossed the British countryside, linking the small towns to the outside world. This Caledonian Belle set emulates those small local trains with the smart 0-4-0 locomotive which makes easy work of hauling the four-wheel coach and wagon around the oval of track included in the set. Caledonian Belle The train set includes the Caledonian Railways 0-4-0 locomotive, a four-wheel coach, and an open wagon in Hornby's usual standards of exacting detail. The train is operated using the R8250 Train Controller included. R1151 set track The track circuit sits easily on the 1600 x 1180 mm MidiMat, and by adding Hornby track and accessory packs can soon be developed into a very effective model railway layout. Extend your set in easy steps by adding track packs and TrakMat accessory packs all the way to the full layout pictured on your MidiMat. Why choose a Hornby analogue train set? Hornby's analogue sets represent the classic origins of Hornby's world famous model trains. In addition to track, a controller, and an exquisitely detailed locomotive with carriages, every Hornby set includes a Midimat (a pictorial bird's eye view of a fully scenic layout) providing the new set owner the opportunity of seeing how, by the addition of Hornby track and building packs, a superb layout can be created. Box Contains 1 x Caledonian 0-4-0 locomotive1 x 4-wheel coach1 x Open wagon1 x 3rd radius starter oval track1 x P9200 transformer1 x R8250 train controller1 x R8206 power track1 x Hornby MidiMat (1600 x 1180 mm)",http://www.amazon.co.uk/Hornby-R8222-Gauge-Track-Extension/dp/B000RK3FZK | http://www.amazon.co.uk/Hornby-R1157-West-Coast-Highlander | http://www.amazon.co.uk/Hornby-R8223-Gauge-Track-Extension/dp/B000RK3IZC | http://www.amazon.co.uk/Hornby-R8221-Gauge-Track-Extension/dp/B000PVFYZ0,
0669d1acffbc127780e2038635b8167a,31-465 Bachmann OO - Class C Wainwright 0-6-0 31579 in BR black with late crest,Bachmann,£104.71,4 new,2,2,4.5 out of 5 stars,Hobbies > Model Trains & Railway Sets > Rail Vehicles > Locomotives,Suitable for the following scale(s): OO Scale,"Technical Details Manufacturer recommended age:14 years and up Manufacturer reference31-465 Scale1:76 Track Width/GaugeOO    Additional Information ASINB00LBA9M98 Best Sellers Rank 522,244 in Toys & Games (See top 100) #369 in Toys & Games > Model Trains & Railway Sets > Rail Vehicles > Locomotives Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available26 Jun. 2014    Feedback  Would you like to update product info or give feedback on images?",Suitable for the following scale(s): OO Scale,,
0130161d344e02254e17e2672279836c,Faller H0 140429 Fairground Ride Rainbow Millennium,Faller,£82.76,5 new,5,2,4.0 out of 5 stars,Hobbies > Model Trains & Railway Sets > Accessories > Recreational Activities,"Suitable for the following scale(s): HO ScaleThe model was built according to the original. With driving engine (12 16 V, alternating current), complete with lighting and elaborate panorama decoration. Switched on and off by pressing a common push button.Details:Epoch: VDimensions: 245 x 185 x 260 mmThis building kit contains: 261 single parts in 4 colours, window foil, 1 drive motor, 1 decoration, 1 x 5 LEDs and 1 construction instruction. Use for handicrafts FALLER - plastic glue.","Technical Details Item Weight567 g Product Dimensions24.5 x 18.5 x 26 cm Manufacturer recommended age:10 years and up Item model number140429 Main Language(s)Italian manual, German manual, French manual, English manual, Spanish manual, German Number of Puzzle Pieces1 Assembly RequiredYes Scale1::87 Track Width/GaugeH0 - 1:87 Batteries Required?No Batteries Included?No Material Type(s)plastic (mainly) Remote Control Included?No    Additional Information ASINB0044UUPMK Best Sellers Rank 318,237 in Toys & Games (See top 100) #10 in Toys & Games > Model Trains & Railway Sets > Accessories > Recreational Activities Shipping Weight839 g Delivery Destinations:Visit the Delivery Destinations Help page to see where this item can be delivered. Date First Available24 July 2011    Feedback  Would you like to update product info or give feedback on images?","Suitable for the following scale(s): HO ScaleThe model was built according to the original. With driving engine (12 16 V, alternating current), complete with lighting and elaborate panorama decoration. Switched on and off by pressing a common push button.Details:Epoch: VDimensions: 245 x 185 x 260 mmThis building kit contains: 261 single parts in 4 colours, window foil, 1 drive motor, 1 decoration, 1 x 5 LEDs and 1 construction instruction. Use for handicrafts FALLER - plastic glue.",http://www.amazon.co.uk/Two-Fairground | http://www.amazon.co.uk/Faller-140461/dp/B0009NPPZI | http://www.amazon.co.uk/Faller-140312-Ferris-Wheel-Era/dp/B0000WROJS | http://www.amazon.co.uk/GAUGEMASTER,
